Frequency [kHz], Amplitude Normalized
3.6835887949260044, 0.16902909336941785
3.687588090204369, 0.16518944519621082
3.6915873854827344, 0.15751014884979675
3.6955866807610995, 0.15367050067658972
3.6995859760394643, 0.1492823313357814
3.7035852713178294, 0.14215155615696862
3.7075845665961946, 0.13447225981055455
3.7115838618745594, 0.13447225981055455
3.7155831571529245, 0.12679296346414048
3.7195824524312897, 0.12295331529093345
3.723581747709655, 0.11911366711772642
3.7275810429880196, 0.11911366711772642
3.731580338266385, 0.11143437077131235
3.73557963354475, 0.10759472259810532
3.739578928823115, 0.10759472259810532
3.74357822410148, 0.10375507442489829
3.747577519379845, 0.10375507442489829
3.7515768146582102, 0.09607577807848422
3.755576109936575, 0.09223612990527719
3.75957540521494, 0.09479589535408195
3.7635747004933053, 0.08455683355886312
3.76757399577167, 0.08455683355886312
3.7715732910500352, 0.08071718538565609
3.7755725863284004, 0.07687753721244905
3.779571881606765, 0.07248936787164073
3.7835711768851303, 0.07303788903924202
3.7875704721634955, 0.06919824086603499
3.7915697674418603, 0.06919824086603499
3.7955690627202254, 0.06919824086603499
3.7995683579985906, 0.0630548037889036
3.803567653276956, 0.06151894451962092
3.807566948555321, 0.06151894451962092
3.8115662438336857, 0.05767929634641389
3.815565539112051, 0.05767929634641389
3.819564834390416, 0.053839648173206855
3.823564129668781, 0.053839648173206855
3.827563424947146, 0.053839648173206855
3.831562720225511, 0.04999999999999982
3.835562015503876, 0.04616035182679257
3.839561310782241, 0.04616035182679257
3.8435606060606062, 0.04616035182679257
3.847559901338971, 0.04616035182679257
3.851559196617336, 0.04616035182679257
3.8555584918957013, 0.042320703653585534
3.859557787174066, 0.0384810554803785
3.8635570824524312, 0.0384810554803785
3.8675563777307964, 0.0384810554803785
3.8715556730091616, 0.0384810554803785
3.8755549682875263, 0.030801759133964435
3.8795542635658915, 0.030801759133964435
3.8835535588442567, 0.030801759133964435
3.887552854122622, 0.030801759133964435
3.8915521494009866, 0.030801759133964435
3.8955514446793518, 0.0269621109607574
3.899550739957717, 0.029521876409562164
3.9035500352360817, 0.02312246278755037
3.907549330514447, 0.02312246278755037
3.911548625792812, 0.02312246278755037
3.9155479210711768, 0.02312246278755037
3.919547216349542, 0.02312246278755037
3.923546511627907, 0.019282814614343335
3.927545806906272, 0.02312246278755037
3.931545102184637, 0.019282814614343335
3.935544397463002, 0.015443166441136302
3.939543692741367, 0.015443166441136302
3.943542988019732, 0.015443166441136302
3.9475422832980973, 0.015443166441136302
3.9515415785764625, 0.015443166441136302
3.9555408738548277, 0.015443166441136302
3.9595401691331924, 0.01160351826792927
3.9635394644115576, 0.007763870094722236
3.9675387596899228, 0.015443166441136302
3.9715380549682875, 0.01160351826792927
3.9755373502466527, 0.007763870094722236
3.979536645525018, 0.007763870094722236
3.9835359408033826, 0.007763870094722236
3.9875352360817478, 0.007763870094722236
3.991534531360113, 0.007763870094722236
3.9955338266384777, 0.007763870094722236
3.999533121916843, 0.009043752819124506
